id,name,jp_name,type,episodes,studio,release_season,tags,rating,release_year,end_year,content_warning
453,Durarara!!,,TV   ,24,Brain's Base,Winter,"Action, Gangs, Noir, Social Media, Supernatural, Based on a Light Novel, Mature Themes, Suicide, Violence",4.13,2010,,"Mature Themes, Suicide, Violence"
454,TONIKAWA: Over the Moon for You OVA, Tonikaku Kawaii: SNS,OVA  ,1,Seven Arcs,,"Comedy, Romance, Married Life, Mature Romance, Social Media, Based on a Manga",4.13,2021,,
455,Detective Conan Movie 8: Magician of the Silver Sky, Meitantei Conan Movie 8: Ginyoku no kijutsushi,Movie,,TMS Entertainment,,"Mystery, Shounen, Age Transformation, Detectives, Police, Thieves, Based on a Manga",4.13,2004,,
456,Kimi ni Todoke - From Me To You,,TV   ,25,Production I.G,Fall ,"Comedy, Drama, Romance, Shoujo, Coming of Age, School Life, Based on a Manga",4.13,2009,2010,
457,Spice and Wolf, Ookami to Koushinryou,TV   ,13,IMAGIN,Winter,"Adventure, Drama, Fantasy, Romance, Adult Couples, Animal Characteristics, Animal Transformation, Economics, God-Human Relationship, Gods, Interspecies Relationship, Mature Romance, Medieval, Non-Human Protagonists, Based on a Light Novel",4.13,2008,,
458,Nisemonogatari,,TV   ,11,SHAFT,Winter,"Action, Comedy, Drama, Ecchi, Mystery, Romance, Panty Shots, Siblings, Supernatural, Tsundere, Based on a Light Novel, Explicit Violence, Nudity",4.13,2012,,"Explicit Violence, Nudity"
459,Attack on Titan: The Final Season PV, Shingeki no Kyojin: The Final Season PV,Web  ,1,MAPPA,,"Action, Fantasy, Horror, Shounen, Dark Fantasy, Military, Promotional, War, Based on a Manga, Violence",4.13,2020,,Violence
460,High Speed! -Free! Starting Days-,,Movie,,Kyoto Animation,,"Drama, Sports, Swimming, Based on a Light Novel",4.13,2015,,
461,One Piece: Episode of Sabo, One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,TV Sp,,Toei Animation,,"Action, Adventure, Shounen, Island, Pirates, Superpowers, Based on a Manga",4.13,2015,,
462,Time of Eve, Eve no Jikan,Web  ,6,Studio Rikka,Summer,"Drama, Sci Fi, Androids, Cafe, Robots, Original Work",4.13,2008,2009,
463,The Case Study of Vanitas: Part II, Vanitas no Carte: Part II,TV   ,,Bones,Winter,"Adventure, Drama, Fantasy, Shounen, 19th Century, Europe, France, Steampunk, Supernatural, Vampires, Based on a Manga",4.13,2022,,
464,The Prince of Tennis: The National Tournament - Final, Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,OVA  ,7,M.S.C.,,"Shounen, Sports, Tennis, Based on a Manga",4.13,2008,2009,
465,Time of Eve Movie, Eve no Jikan Movie,Movie,,Studio Rikka,,"Drama, Sci Fi, Androids, Cafe, Robots, Original Work",4.13,2010,,
466,When Marnie Was There, Omoide no Marnie,Movie,,Studio Ghibli,,"Drama, Coming of Age, Based on a Novel",4.13,2014,,
467,Megalo Box 2: Nomad,,TV   ,13,TMS Entertainment,Spring,"Action, Drama, Sci Fi, Sports, Boxing, Drug Use, Mature Themes, Violence",4.13,2021,,"Drug Use, Mature Themes, Violence"
468,Baby Steps 2,,TV   ,25,Pierrot,Spring,"Shounen, Sports, Tennis, Tournaments, Based on a Manga",4.13,2015,,
469,Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-, Kuroko no Basket Movie 3: Winter Cup Soushuuhen -Tobira no Mukou-,Movie,,Production I.G,,"Shounen, Sports, Basketball, Recap, School Club, Tournaments, Based on a Manga",4.13,2016,,
470,Fate/stay night: Unlimited Blade Works Prologue,,TV Sp,,ufotable,,"Action, Fantasy, Magic, Proxy Battles, Superpowers",4.13,2014,,
471,Mononoke,,TV   ,12,Toei Animation,Summer,"Horror, Abstract, Episodic, Exorcists, Japanese Mythology, noitaminA, Supernatural, Youkai",4.13,2007,,
472,The Tatami Galaxy, Yojouhan Shinwa Taikei,TV   ,11,MADHOUSE,Spring,"Comedy, Romance, Abstract, College, noitaminA, School Life, Slapstick, Based on a Novel",4.13,2010,,
473,GATE (2016)," Gate: Jieitai Kanochi nite, Kaku Tatakaeri (2016)",TV   ,12,A-1 Pictures,Winter,"Action, Adventure, Fantasy, Dragons, Guns, Isekai, Medieval, Military, Person in a Strange World, Political, War, Based on a Light Novel, Mature Themes, Physical Abuse, Sexual Abuse, Violence",4.13,2016,,"Mature Themes, Physical Abuse, Sexual Abuse, Violence"
474,The Pet Girl of Sakurasou, Sakurasou no Pet na Kanojo,TV   ,24,J.C.Staff,Fall ,"Comedy, Drama, Romance, Boarding House, Boarding School, Neighbors, Romantic Comedy, School Life, Based on a Light Novel",4.13,2012,2013,
475,Tenchi Muyo! War on Geminar, Isekai no Seikishi Monogatari,OVA  ,13,AIC Spirits,,"Action, Ecchi, Fantasy, Harem, Mecha, Person in a Strange World, Royalty, School Life",4.13,2009,2010,
476,Terror in Resonance, Zankyou no Terror,TV   ,11,MAPPA,Summer,"Action, Drama, Conspiracy, Criminals, Detectives, Human Experimentation, noitaminA, Psychological, Terrorism, Thriller, Original Work",4.13,2014,,
477,Durarara!! X2 The Third Arc, Durarara!!x2 Ketsu,TV   ,12,Shuka,Winter,"Action, Comedy, Gangs, Noir, Social Media, Supernatural, Based on a Light Novel, Violence",4.13,2016,,Violence
478,Nura: Rise of the Youkai Clan - Demon Capital, Nurarihyon no Mago: Sennen Makyou,TV   ,24,Studio DEEN,Summer,"Action, Shounen, Demons, Monsters, Supernatural, Youkai, Based on a Manga",4.13,2011,,
479,Full Metal Panic! The Second Raid,,TV   ,,Kyoto Animation,Summer,"Action, Comedy, Mecha, Sci Fi, Shounen, Military, Real Robot, Tsundere, Based on a Light Novel, Explicit Violence, Nudity",4.13,2005,,"Explicit Violence, Nudity"
480,Gintama: Dai Hanseikai,,Other,,Sunrise,,"Action, Comedy, Sci Fi, Shounen, Aliens, Feudal Japan, Samurai, Shorts, Based on a Manga",4.13,2010,,
481,Berserk, Kenpuu Denki Berserk,TV   ,25,OLM,Fall ,"Action, Fantasy, Seinen, Dark Fantasy, Demons, Medieval, Mercenaries, Overpowered Main Characters, Swordplay, Based on a Manga, Explicit Sex, Explicit Violence, Mature Themes, Physical Abuse, Sexual Abuse",4.13,1997,1998,"Explicit Sex, Explicit Violence, Mature Themes, Physical Abuse, Sexual Abuse"
482,Durarara!! X2, Durarara!!x2 Shou,TV   ,12,Shuka,Winter,"Action, Comedy, Gangs, Noir, Social Media, Supernatural, Based on a Light Novel, Violence",4.13,2015,,Violence
483,Detective Conan Movie 5: Countdown to Heaven, Meitantei Conan Movie 5: Tengoku no Countdown,Movie,,TMS Entertainment,,"Drama, Mystery, Shounen, Age Transformation, Conspiracy, Detectives, Based on a Manga",4.13,2001,,
484,Noragami Aragoto OVA,,OVA  ,2,Bones,,"Comedy, Shounen, Ghosts, Gods, Japanese Mythology, Non-Human Protagonists, Supernatural, Based on a Manga",4.13,2015,2016,
485,Stars Align, Hoshiai no Sora,TV   ,12,8-Bit,Fall ,"Drama, Sports, Coming of Age, Dysfunctional Families, LGBT Themes, School Club, Tennis, Original Work, Bullying, Emotional Abuse, Mature Themes, Physical Abuse, Domestic Abuse",4.13,2019,,"Bullying, Emotional Abuse, Mature Themes, Physical Abuse, Domestic Abuse"
486,Mobile Suit Gundam 00, Kidou Senshi Gundam 00,TV   ,25,Sunrise,Fall ,"Action, Mecha, Sci Fi, Political, Real Robot, Rebellions, Terrorism, Original Work",4.13,2007,2008,
487,Link Click: Marrying by Contesting, Shiguang Dailiren: Biwu Zhaoqin,Web  ,1,Studio LAN,,"Fantasy, Chinese Animation, Contemporary Fantasy, Time Travel, Urban Fantasy",4.13,2021,,
488,Obey Me! Celestial Ray,,Music,,,,"Demons, Supernatural, Based on a Mobile Game, Based on an Otome Game",4.13,2020,,
489,Lupin III: Part V, Lupin Sansei: Adventure in France,TV   ,24,Telecom Animation Film,Spring,"Action, Comedy, Criminals, Thieves",4.13,2018,,
490,Detective Conan Movie 22: Zero The Enforcer, Meitantei Conan Movie 22: Zero no Shikkounin,Movie,,TMS Entertainment,,"Drama, Mystery, Shounen, Age Transformation, Detectives, Based on a Manga",4.12,2018,,
491,Free! -Take Your Marks-,,Movie,,Kyoto Animation,,"Sports, School Club, School Life, Swimming, Based on a Light Novel",4.12,2017,,
492,Magi: The Labyrinth of Magic,,TV   ,25,A-1 Pictures,Fall ,"Action, Adventure, Comedy, Fantasy, Shounen, Genies, Magic, Middle Eastern, Political, Based on a Manga",4.12,2012,2013,
493,ReLIFE,,Web  ,13,Double Eagle,Summer,"Comedy, Drama, Romance, Seinen, Slice of Life, Age Transformation, NEET, Psychological, School Life, Based on a Webtoon",4.12,2016,,
494,Dorohedoro,,TV   ,12,MAPPA,Winter,"Action, Fantasy, Horror, Mystery, Seinen, Curse, Dark Fantasy, Demons, Magic, Psychological, Supernatural, Based on a Manga, Explicit Violence",4.12,2020,,Explicit Violence
495,A Certain Scientific Railgun S, Toaru Kagaku no Railgun S,TV   ,24,J.C.Staff,Spring,"Action, Sci Fi, Elemental Powers, Psychic Powers, Supernatural, Superpowers, Based on a Manga",4.12,2013,,
496,Ghost in the Shell: Stand Alone Complex - Individual Eleven, Koukaku Kidoutai S.A.C. 2nd GIG: Individual Eleven,Movie,,Production I.G,,"Sci Fi, Cyberpunk, Cyborgs, Hacking, Noir, Based on a Manga",4.12,2006,,
497,Daily Lives of High School Boys, Danshi Koukousei no Nichijou,TV   ,12,Sunrise,Winter,"Comedy, Shounen, Slice of Life, All-Boys School, Breaking the Fourth Wall, Episodic, Gag, School Life, Based on a Manga",4.12,2012,,
498,Asobi Asobase, Asobi Asobase - workshop of fun -,TV   ,12,Lerche,Summer,"Comedy, All-Girls School, Gag, School Life, Slapstick, Based on a Manga",4.12,2018,,
499,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,,DVD S,,WHITE FOX,,"Sci Fi, Psychological, Thriller, Time Travel, Based on a Visual Novel, Violence",4.12,2015,,Violence
500,Patema Inverted, Sakasama no Patema,Movie,,Studio Rikka,,"Adventure, Sci Fi, Dystopia, Isolated Society, Outside World, Post-apocalyptic, Original Work",4.12,2013,,
501,Stand by Me Doraemon,,Movie,,Robot,,"Comedy, Drama, Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga, CG Animation",4.12,2014,,
502,Sekai-ichi Hatsukoi: World's Greatest First Love OVA, Sekai-ichi Hatsukoi OVA,OVA  ,2,Studio DEEN,,"BL, Comedy, Romance, Shounen-ai, Romantic Comedy, School Life, Based on a Manga",4.12,2011,,
503,Magical Girl Lyrical Nanoha: The Movie 2nd A's, Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Movie,,Seven Arcs,,"Fantasy, Magical Girl, Seinen, Contemporary Fantasy, Disability, Henshin Heroes, Magic, Recap, Urban Fantasy, Original Work",4.12,2012,,
504,"The Garden of Sinners Movie 3: Ever Cry, Never Life. (Remaining Sense of Pain)", Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,Movie,,ufotable,,"Drama, Mystery, Overpowered Main Characters, Supernatural, Based on a Light Novel, Drug Use, Explicit Sex, Explicit Violence, Mature Themes, Physical Abuse, Sexual Abuse",4.12,2008,,"Drug Use, Explicit Sex, Explicit Violence, Mature Themes, Physical Abuse, Sexual Abuse"
505,Gintama: Jump Festa 2015,,Other,,BN Pictures,,"Comedy, Sci Fi, Shounen, Aliens, Gag, Parody, Samurai, Shorts, Based on a Manga",4.12,2015,,
506,Black Lagoon: Roberta's Blood Trail,,OVA  ,5,MADHOUSE,,"Action, Seinen, Gangs, Guns, Mercenaries, Revenge, Based on a Manga, Mature Themes, Nudity, Physical Abuse, Sexual Abuse, Violence",4.12,2010,2011,"Mature Themes, Nudity, Physical Abuse, Sexual Abuse, Violence"
507,Bungo Stray Dogs,,TV   ,12,Bones,Spring,"Action, Comedy, Mystery, Seinen, Detectives, Gangs, Guns, Mafia, Orphans, Supernatural, Superpowers, Based on a Manga, Violence",4.12,2016,,Violence
508,The World God Only Knows: Goddesses Arc, Kami nomi zo Shiru Sekai: Megami-hen,TV   ,12,Manglobe,Summer,"Comedy, Fantasy, Romance, Shounen, Demons, Otaku Culture, School Life, Based on a Manga",4.12,2013,,
509,Legend of the Galactic Heroes: Die Neue These Second 1, Ginga Eiyuu Densetsu: Die Neue These Seiran 1,Movie,,Production I.G,,"Drama, Sci Fi, Political, Space Opera, War",4.12,2019,,
510,KonoSuba – God’s blessing on this wonderful world! 2 OVA, Kono Subarashii Sekai ni Shukufuku wo! 2 OVA,OVA  ,1,Studio DEEN,,"Comedy, Fantasy, Gag, Gods, Guilds, Isekai, Magic, NEET, Non-Human Protagonists, Parody, Person in a Strange World, RPG, Based on a Light Novel",4.12,2017,,
511,Bakuman.,,TV   ,25,J.C.Staff,Fall ,"Drama, Shounen, Anime Industry, Manga Industry, Otaku Culture, Voice Acting, Writers, Based on a Manga",4.12,2010,2011,
512,Tian Bao Fuyao Lu 2nd Season, Legend of Tang 2nd Season,Web  ,13,Sparkly Key Animation Studio,,"BL, Fantasy, Romance, Shounen-ai, Chinese Animation, Based on a Web Novel, CG Animation",4.12,2021,,
513,Hozuki's Coolheadedness 2nd Season, Hozuki no Reitetsu 2nd Season,TV   ,13,Studio DEEN,Fall ,"Comedy, Seinen, Afterlife, Coworkers, Dark Comedy, Demons, Episodic, Gag, Hell, Japanese Mythology, Non-Human Protagonists, Parody, Satire, Slapstick, Supernatural, Youkai, Based on a Manga",4.12,2017,,
514,xxxHOLiC Shunmuki,,OVA  ,2,Production I.G,,"Comedy, Seinen, Crossover, Japanese Mythology, Supernatural, Based on a Manga",4.12,2009,,
515,Berserk: Golden Age Arc II - The Battle for Doldrey, Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,,Studio 4°C,,"Action, Fantasy, Seinen, Dark Fantasy, Demons, Medieval, Mercenaries, Overpowered Main Characters, Swordplay, Based on a Manga, Explicit Sex, Explicit Violence",4.12,2012,,"Explicit Sex, Explicit Violence"
516,Yona of the Dawn OVA, Akatsuki no Yona OVA,OVA  ,1,Pierrot,,"Fantasy, Shoujo, Orphans, Royalty, Based on a Manga",4.12,2015,,
517,Darker than Black, Darker Than Black: Kuro no Keiyakusha,TV   ,25,Bones,Spring,"Action, Sci Fi, Noir, Secret Identity, Superpowers, Original Work, Violence",4.11,2007,,Violence
518,Wan Sheng Jie, All Saints Street,Web  ,12,FENZ,,"Comedy, Fantasy, Angels, Chinese Animation, Demons, Non-Human Protagonists, Short Episodes, Supernatural, Based on a 4-Koma Manga, Based on a Webtoon",4.11,2020,,
519,Initial D,,TV   ,26,Gallop,Spring,"Action, Drama, Seinen, Sports, Cars, Racing, Based on a Manga",4.11,1998,,
520,Tsukimonogatari, Tsukimonogatari: Yotsugi Doll,TV Sp,,SHAFT,,"Comedy, Ecchi, Mystery, Supernatural, Vampires, Based on a Light Novel",4.11,2014,,
521,Welcome to the NHK!, NHK ni Youkoso!,TV   ,24,GONZO,Summer,"Comedy, Drama, Slice of Life, Dark Comedy, Loneliness, Mental Illness, NEET, Otaku Culture, Parody, Psychological, Satire, Based on a Light Novel, Mature Themes, Nudity, Suicide",4.11,2006,,"Mature Themes, Nudity, Suicide"
522,One-Punch Man 2,,TV   ,12,J.C.Staff,Spring,"Action, Comedy, Sci Fi, Seinen, Cyborgs, Monsters, Overpowered Main Characters, Parody, Prophecy, Satire, Superheroes, Superpowers, Based on a Manga, Explicit Violence, Mature Themes, Physical Abuse",4.11,2019,,"Explicit Violence, Mature Themes, Physical Abuse"
523,JoJo's Bizarre Adventure (2012), JoJo no Kimyou na Bouken (2012),TV   ,26,David Production,Fall ,"Action, Shounen, Hand to Hand Combat, Supernatural, Based on a Manga, Animal Abuse, Explicit Violence, Mature Themes",4.11,2012,2013,"Animal Abuse, Explicit Violence, Mature Themes"
524,Code Geass: Lelouch of the Rebellion III - Glorification, Code Geass: Hangyaku no Lelouch III - Oudou,Movie,,Sunrise,,"Mecha, Sci Fi, Real Robot, Secret Identity, Original Work",4.11,2018,,
525,Fullmetal Alchemist: Brotherhood Specials, Hagane no Renkinjutsushi: Brotherhood Specials,DVD S,,Bones,,"Action, Comedy, Drama, Fantasy, Shounen, Siblings, Based on a Manga",4.11,2009,2010,
526,Detective Conan Movie 3: The Last Magician of the Century, Meitantei Conan Movie 3: Seikimatsu no Majutsushi,Movie,,TMS Entertainment,,"Mystery, Shounen, Age Transformation, Detectives, Police, Thieves, Based on a Manga",4.11,1999,,
527,Free! Road to the World - Yume, Free! -Road to the World- the Dream,Movie,,Animation Do,,"Sports, Recap, School Club, Swimming, Based on a Light Novel",4.11,2019,,
528,Non Non Biyori Repeat,,TV   ,12,SILVER LINK.,Summer,"Comedy, Seinen, Slice of Life, Countryside, Iyashikei, Lifestyle Change, School Life, Transfer Students, Based on a Manga",4.11,2015,,
529,Jormungand: Perfect Order,,TV   ,12,WHITE FOX,Fall ,"Action, Seinen, Gangs, Guns, Mercenaries, Military, Based on a Manga, Nudity, Violence",4.11,2012,,"Nudity, Violence"
530,Durarara!! X2 The Second Arc, Durarara!!x2 Ten,TV   ,12,Shuka,Summer,"Action, Comedy, Gangs, Noir, Social Media, Supernatural, Based on a Light Novel, Drug Use, Mature Themes, Violence",4.11,2015,,"Drug Use, Mature Themes, Violence"
531,Slam Dunk,,TV   ,101,Toei Animation,,"Action, Comedy, Drama, Shounen, Sports, Basketball, Delinquents, School Club, School Life, Tournaments, Weak to Strong, Based on a Manga, Bullying, Mature Themes, Physical Abuse",4.11,1993,1996,"Bullying, Mature Themes, Physical Abuse"
532,Aria the Origination,,TV   ,13,Hal Film Maker,Winter,"Sci Fi, Shounen, Slice of Life, Apprenticeship, Iyashikei, Ocean, Work Life, Based on a Manga",4.11,2008,,
533,Chihayafuru,,TV   ,25,MADHOUSE,Fall ,"Drama, Josei, Romance, Sports, Childhood Promise, Love Triangle, School Club, School Life, Tournaments, Based on a Manga",4.11,2011,2012,
534,Sound! Euphonium 2, Hibike! Euphonium 2,TV   ,,Kyoto Animation,Fall ,"Drama, Music, School Club, School Life, Based on a Novel",4.11,2016,,
535,Sekai-ichi Hatsukoi: Valentine-hen, Sekai-ichi Hatsukoi: World's Greatest First Love - Valentine-hen,Movie,,Studio DEEN,,"BL, Comedy, Shounen-ai, Adult Couples, Romantic Comedy, Shorts, Valentine's Day, Yaoi Hand Syndrome, Based on a Manga",4.11,2014,,
536,Drifters,,TV   ,12,Hoods Entertainment,Fall ,"Action, Fantasy, Seinen, Dark Fantasy, Historical, Isekai, Person in a Strange World, Rebellions, Samurai, Based on a Manga, Explicit Violence",4.11,2016,,Explicit Violence
537,Magi: Adventure of Sinbad OVA, Magi: Sinbad no Bouken OVA,OVA  ,5,Lay-duce,,"Action, Adventure, Comedy, Fantasy, Shounen, Dungeon, Genies, Magic, Middle Eastern, Orphans, Overpowered Main Characters, Based on a Manga",4.11,2014,2015,
538,Promare,,Movie,,TRIGGER,,"Action, Sci Fi, Elemental Powers, Firefighters, Supernatural, Superpowers, Original Work",4.11,2019,,
539,Castlevania,,Web  ,4,Mua Film,Summer,"Action, Adventure, Drama, Horror, 15th Century, Demons, Elemental Powers, Europe, Historical, Magic, Medieval, Religion, Revenge, Supernatural, Vampires, Based on a Video Game, Explicit Violence",4.11,2017,,Explicit Violence
540,Rurouni Kenshin: Seisouhen, Samurai X: Reflection,OVA  ,2,Studio DEEN,,"Drama, Romance, 19th Century, Adult Couples, Mature Romance, Melancholy, Samurai, Swordplay, Based on a Manga",4.1,2001,,
541,Swallowed Star 2nd Season, Tunshi Xingkong Zhi Zhuangzhi Lingyun,Web  ,,Sparkly Key Animation Studio,,"Action, Fantasy, Sci Fi, Chinese Animation, Based on a Web Novel, CG Animation",4.1,2021,,
542,Sekai-ichi Hatsukoi: World's Greatest First Love, Sekai-ichi Hatsukoi,TV   ,12,Studio DEEN,Spring,"BL, Comedy, Drama, Romance, Shounen-ai, Adult Couples, Boss-Employee Relationship, Coworkers, Editors, LGBT Themes, Manga Industry, Mature Romance, Neighbors, Otaku Culture, Romantic Comedy, Work Life, Yaoi Hand Syndrome, Based on a Manga, Sexual Content",4.1,2011,,Sexual Content
543,Bakemonogatari,,TV   ,15,SHAFT,Summer,"Action, Comedy, Drama, Ecchi, Mystery, Romance, Panty Shots, Supernatural, Tsundere, Based on a Light Novel, Explicit Violence, Nudity",4.1,2009,2010,"Explicit Violence, Nudity"
544,Kuroko's Basketball: Tip Off, Kuroko no Basket: Tip Off,DVD S,,Production I.G,,"Shounen, Sports, Basketball, School Club, Based on a Manga",4.1,2013,,
545,Food Wars! Toutsuki Juukketsu, Shokugeki no Soma: Toutsuki Juukketsu,OVA  ,1,J.C.Staff,,"Ecchi, Shounen, Cooking, Culinary School, Food and Beverage, Based on a Manga",4.1,2017,,
546,The Tale of the Princess Kaguya, Kaguya-hime no Monogatari,Movie,,Studio Ghibli,,"Fantasy, Coming of Age, Feudal Japan, Historical, Japanese Mythology, Royalty",4.1,2013,,
547,GATE," Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV   ,12,A-1 Pictures,Summer,"Action, Adventure, Fantasy, Dragons, Guns, Isekai, Medieval, Military, Person in a Strange World, Political, Reverse Isekai, War, Based on a Light Novel, Violence",4.1,2015,,Violence
548,KonoSuba – God's blessing on this wonderful world!, Kono Subarashii Sekai ni Shukufuku wo!,TV   ,10,Studio DEEN,Winter,"Adventure, Comedy, Ecchi, Fantasy, Demons, Gag, Gods, Guilds, Isekai, NEET, Non-Human Protagonists, Parody, Person in a Strange World, RPG, Based on a Light Novel",4.1,2016,,
